old                                      new
80b50b3eb1830c683ea3f86d524d3e4235236306 b9d79aeee50de5f2f4ac3fc81e73dc35709c9302
818ae7bc2582d9f7f89423dd0827037ba1a6085f 220220868019d25ca5df179f1b17fb523edbd05b
81be3bbda9087881a48c884b5a57487b4b1b081e 76c856e9157331e707a48ae05b20f5dd8f128519
82685fb7ebbc82ea7ea81209f9bde4ea553828bb 7cfcacd29a8fd6ea67ab728fecfeb55cd7b8ab22
82f7c135273a0be6ca040a9b73a692ba364b896b 4b0d403bb50dd2de8608bbad040fce5e080ad45c
833abc8acabb46398834332b0e2dabcddd542d10 19b832f11bf679b15d1621010ca27bcf7b32cc3e
83793c2d270945ff258219d2b3e65bb37b084329 65721249e42762b792e79990d51a6e7e7bd16de0
84702d369e97b56373a2cff0e96348c055242f42 2ccdb049295f40b78dcd744fc8627c6a87a1d157
84b857a186e9dd265ad8db7b639480d1cdd910ed cb5f62b0922a0b95b995998601780de27ddf6612
8681c70cc35bbb1595e5d094716282d1bfbc0487 a535269d8e82fc3a809ec8514fb4df757d2b1e4f
86a73c8e32e829423bf32c5a86deaefc943c66c7 9fbefd40238c7f95c79a68e8cb9450031701aa30
876e37e834a4b70c887942f3f47ee946a1b9d764 876e37e834a4b70c887942f3f47ee946a1b9d764
87af7e034445adfc63ad3257bbad531abe56986c 4c3ac1523f205aa5531442a5b5a28813cbbc5fcd
87fffa5418300773229b4e5ae9c0effe1560c49e 8d073bc2953820ba55b9969429320e7c83add9cc
8917c8bb8f25f97c2bb3faabc831427fd07f54b9 c131647cae7647622a2fab43435afdb2bb17a065
8a16e4120ef1e8cf509a0d6533f08f272276016a 8caae8bf54373983f7a4756096a381aeca82a54b
8c10ffac81d220d6636ca26695d4a79d1c98c9b4 1edfda3142988a7608713a4895d538964bdd834a
8c2d327f392338b9ece58c07c6d1de3a253c1c8e f0cc806725a2db0f2e8abab8b427fca348884cdf
8c37105826837565e5009edd11137545d24fc167 9fae48b9976b9853073541a9a2968830e5f2527e
8c654dca23f61aed3b5f99f1ff5b359ab148c4da 8b9e96fb2cce9111704ca495577cf4601251fbc9
8cbbf1e80ad1373994e7d4e3e9c4ff82ce8c2768 d108819ff781c240db0602b6a9add309ef474caf
8df9ce2b972fa363af580d5e9aac7ae1a1822832 04306a7f8bf36d6b7acba6937c04acd1a5bf9713
8e5dce3a63b4a0df0522f1bbc4117ef3d4b1a866 84d4fe6a636358150fcbdda7c4f1a4fb5f3145af
8f0a40a2383a74d6c21a0ef37749a4ff9be95bad 19750c104c656deaa63daba02fc3a0ffe2f0232b
90614494448cb158297358ace34c7ac2c1538429 7a00815de37fe9f7b48cb605d8029ee8b1cd5681
9078e3d89526329a8c629d1ad7e57f7f434060c1 3ce39e238ee8f5154663beaa7a763ca2e1cfc70d
90c81cee55bb6e4f3813cf39d0c50be492994d8d 449606221ec314caf4af8bc0d68696fe168d4676
91045dcea4a8e6c935c8dc5e8df2701e7e1069a7 91045dcea4a8e6c935c8dc5e8df2701e7e1069a7
919f334610c58f55cd0fcf0d2ebf8b76dce7ba13 855722e2b3bcc0b062fda5c2364589ac82055033
9294bf07e1372d4bff71225e0f51bf227c501c63 ba7b191f5d068e6461754b7ca91304f36718ddfa
93697dc7bc8bedd04a231469525381619c80c7a2 7a53f6eeb2d769801fd366b59d23b4e4dd99fbe8
9465253c318a4c821a0433506494a78cf5313bb6 49c546766bced19ef6f051f598e9d61cdcb3d506
95266d9e7e91e9685bfe4dab1b371f3b2ae5032c 9cdbad0e67cb70edea2b808286361df6cc7daa82
95284756d1bcc9992560932d2d3959e2f2a87aad 4b6cdc746bbb554713b5300667499e517f4e60ad
96e8e3bde83ea4c6d3e3498c7d34481290227d57 e03b4d30734997cbbd61addfdaf30999ff2b7886
99f4fba4b74f26bf4ada13ba49fd8e01dbdcc149 4f9adf81b9c1a6cc93b6f800bc24c555a0dbea7c
9a9d122095ba9f7bf3b9cef1f6fc86a468785846 211e98fec9fe2d59ab08458fcabc0a8cae846122
9aea45579b7b77856a54c6f5132a1739dfced798 b474fd776e947d320dc584f015ccf516e1e57bd4
9b3b50fb2427f0912cf130fc14ec36c277f77394 176a3ede831accf28129b19af10ad970d157f05c
9b6abf6745c360e39a10ec7004701f5f608dfb3d 972df74f991b0ee2162ef6b3cf4be5f104c339c5
9bb3bcf9259835582339ae5a273ebfbd16db2daf 984e0cf1902496d5e87e1952ba5b97b698e75bb3
9c029f82402d13a97f4e396a4a3bbf08879dbbc2 30bca5cf58b5065eac7d3021c11f68bbfde3f636
9d2f124536c4fd140bcd5ef2d99a0eb57219046b 0034bdf539e0bd31363c3ce1ffc572939f6f72bc
9e7941d7bef78ad200a225fa243b4ea3ba22f6ee e6700c32616400c6b247158cf89e2f2abaaebee0
a0637ddd72368a752110ca422352b2772a3ebc85 516927f58be23ce05b2a85d63840c965cf697498
a0b3dbedf8cce52ffd0f6173194d28dd5986f553 c23a525fdfd7f3f2a3d396762b0ee682cfffa918
a269084a7550386de1e06d76a0bbef7bf37bb2e9 31a2fb9c49fe531fde6e09c5e6674fa0da44816d
a2c188c8be3502a4a9d05c3b46274d529e7e8ecb 49e5a31d23d0a833973b14bd92758c95de0a3422
a3d2422f13635e4f962c3b6cd117b44ab61af942 4358b9a0026ed3c8ba63452dce4f72b30155304d
a519938fb3ac53bd3c5944f91c5ad46f501fa25d 1011bdfd034a4a7f61856fcb1c1f6e224a744c0f
a58fafcc50c4b086f491a17be815f0f2ddc7cea5 4c323a4dc1f7785fd2bb498f34fbdd17d490aec8
a604f01f8fe149f1690158c71b621fce1c062a54 8a690becdbfcc4574090e239a92fb714e2a86540
a7800d95661a5dcce69988e36019895df2665727 337db913e2f3af471e643839d603e8a81a4ab149
a93c24d633961620aa771b394344eef67e6a0ae4 d84aca5ccf31f5915582a54b3a550c315395fa39
a961de0693b5fe2b2a6e06b674e5a60148821eee 9632bbeabdfce19c3264e8cc18d2b58be344b988
a99820da45159d592f5e9378dd1aee641b0bbb26 cadeb5da9819bf6b2e67f7ccf66a25cba2c8dbf9
a99ae77ccc828d40235c1f6c45ac7a3df6254e5b 2b6de484b1c7eb7828060ae1e493060255c1a60c
aa47ab1b9a01671d5bb93c44dc046b357cb36bc5 d82c7c29f1c544422c0c1686e3c8ad95e8e2c60f
aac8f55ba4c41eddeae18e8d3a0beb473285f29d ab65131d51bdaafd324057e792867628a0bfd13e
ab8adb3c132e49817c16daa79addf8dc01765af5 a16d4e18af1af98482f7397c4767840b7e168353
ab9abce1bf122c839a5908a118051fc8ed47e413 8d21433eb693591eae2534f84993ceb086a1a8b6
aff0a04418e638aad1585e53e7cfb286cbdfad3c d7f01e4d2d270d7e66d22b6f071c2a5b5f613bdf
b1c1254437308fbe9202329058adb0a319027b67 b0c3144009234c8a429e7dcb6635a65b9e68e5c0
b3e20ce224fc79f8b2ab1b4c1fb1f0eccd0159f6 c449bf808ca40a2cede9caf75bad615d504d23f0
b3fcb1ec6f1f48ea17f7fc9e743530c86e6e15a1 38ecded6d192ddceabfc9d69c5ca537f9d954dd9
b40b6568ac5ab90aae9e56204cb63b8a5745c29d 242fe8a84a5e22467bb8f3c6f3138f96b4ca7da3
b50a83af229b45bf4bef8938234cda6d918387fc f74cf0e56d9f1efe6344771a0b46268cab5c3baa
b58c6f4d46f46c445edc40b9faf42dc07cfe608e 1de640b70cf49b737df9a82b8de40cdd03e4bdde
b60ce3a33e519891f8fd7a839091db7ee81ab851 177a864e7a78d7ec8cc476bc44c033b52f43935d
b68aad496ea5a6aacab37ca4608a86bf69e8ef97 77b1b884fcea16c435576e5ed3ef89adeddc13f0
b6bf7f84cca67e60b2bf136fec80cc8c7e3f9f45 6c5a66d4e749bee1d66e3e3be546730bb9d4e8a0
b73a51015087b19110b7ec4b1efaa08efa081376 d07d2e17f8d0bb58246fa13653b4f77a33140319
b753998f590b33b03b20387a9363484d1dc29e05 ad358f502356c13f7ff3afb154c715430a903fcc
b7711142a38d818570553b527941184acf361f7a 8584af80cc22ef5732907a0430dbb5de9924b42f
ba9fb2702e826ac154639ed378903b1a59aa6ba6 9edec9dcd29c78d29f1de696f81f044364c82a98
bbe5874d3527727739536fc19d96e166983588b5 938c44572d234d4fec283ad5c769fd0248252189
bc708652f6143533b6b3203cd106c1403da04169 bc708652f6143533b6b3203cd106c1403da04169
bcaa220282da6400681c466e9daa64bd51c2c44a c33d187a27a7f5aaab2a61806f0448731fbc621a
bcfb28bc7496ca5e7ced54a90741f7176eef3622 8314f4b659747cf0d5ab3b68ee780ba144688f6d
bcfbe99a28d4da2ee41fa03e10c2ea7277422d28 a4d89adf104c4e3816c631a2e5c64d357a9f6ffd
bd6119dccd86166ddd35e4a7d0cc1d0a23bb156e 331dbdfea7266efe21a9e9223248e795f9f83d5e
c0fc40904e9ac0ce135fc3fdd453620210854556 2c30a01345313c4a971da2f29809d37faaacb4da
c10171692d780474db82f7a275829f4b94f2df07 90991db1b61bdd379457f87776e5a6e4a27f2401
c12a6defeb29f76d6ffa9141563de0c8028453c2 1ef30b1bbb9467245d24d2cb41595f97ceb3e84d
c251b086f1cb43c3b1a223fcffed12961cc246af 83b9b876a6b94bcd38fd9673d1e6e10f1656150e
c4478d9f13359871356310980d1c42ad05b332e7 250243e0c7fa208b28d3a9e23512e51276614a8a
c56a6b6ff25752994c0520b831994d606edf7f98 522644d08a120de41ce24e7347667b0334b2b2b0
c5d2e8d47d76ba7db5b01e649f6379b571893493 86da5cfdb6b2b1c606bb1cbf831642d9a2bb3575
c5ff5fd8dd7f9b96a113be526f416f877f058a6a d8487b2f848825ba451555a80a437d7863d07dfe
c9227d45ef4f68ecceb162fce0f3ae8b415cd1b8 86857f8a1b2207490794137102b00c0297203d05
c9a20ac3d05e94ea3d610e3ac6e0f66fae696a43 006f3337a71c02c86bef0adfae96a35535eab7f2
ca2ea88335e1e7942ad3439fdad96e0e60f7d50e 1661d5c7ca6726b8c4d65aa5bf55935b0a4189f5
cac305eb708e5e9b3c6f110435e044826e5360e4 158dc102f48a022eba9eb88df9617b2ded880dd8
cb9410faf89697b5ad2c5f094332b2f8d9f378e9 cb9410faf89697b5ad2c5f094332b2f8d9f378e9
cc9ca06a4e0fc3b7a523dc91743e906d61b3055c 89445a72824e2b993430b0dc06459a2c76650e24
cd12ce90d8d69640865ef5f928590d2118150ead 68feb09c0b7760d537ce6ac0f4939378b030abcd
cef016ca998e0b82f0928b1368c5f2127012b743 9f7d79a16e74afd1edcf4c30d26c6e49551cae92
cef3bc0d8d57254097ddc00a2eab76a5ad566452 f53de09363811c55c0a74610a124de444aad2cca
d033b5ffc31a1be6d15d1a8988a66d8d5c6f0f74 a0cd87ab3eb717f0ef0972b56049d340261f8639
d184129e24245a1c9f43db3f3b52efaf21c99821 590aa30954fc16ea35be837955f88be5d4763999
d1fd1915b4e5b2f91caa5f2bf04a098dd472820b 738b160d227030775f85bb2bb2a2a2c387771a12
d29b99ad00ede5b7d1c00d4e3c2577378ed6b952 d29b99ad00ede5b7d1c00d4e3c2577378ed6b952
d2d00c685f4e174259db7613562e4fbbaabefb12 59cbb2009862436c924062510afab9b776972da7
d3afbc80a3487c9951c5aaa225cb2f4dd7f41435 0d51fe8cea1374b639eb57f4569bf499061350b8
d45fe60f4a3adcb50dbd9aa6b85b79c05f84fe28 bcd4fabd8af2e7df0d1179412395d3ad5cc81cd4
d4e5f79ee5c1182cb504ca9bb964fd286b42b008 25206c1a3913c0996fb63f572cec64cd8c4c270e
d50ba1599fc8304435537c81c94c04498a777d7f 402d2288dc79f45a553d7f786e1917834dab6dac
d7bd9711e7cb482dfb86937d2af38fcd513bc467 e3902407725bfba2fa74219dae2401aa83b2165b
d8748fb96ff56d9d3079b6bf4700123c3839742d ebcf1988da65b96a2178eab56d4d13ddfeb0d727
d881ba2c251ee5634cb4d9c2b9bff3f216b1f7f9 6a0b8944e7d04d22cd42d05cd0979fc15c1a91d7
d8fce1ce4e77931338ec0691bae8a108dfd8e63a 8d71573602484955ebf0794df1fb438a83d7530c
dae4a53a28bbf04408ac442da7b05322d97370a1 9f3f78be120d817f26a8276e02db3ba21787f39b
dcde52a1731987127d864a374eea0d76ad88ffe4 6d3e1eb453948e7da8cdeadaf93dd2d524b85c3d
de0b0d6e41c2c12d74ca44c78ddf10cc93f4a8b2 42a9b4bdaf8bc66554a5d3f69bdcf2c1c35ecb8f
de4606a7f652c2698a5942e01e67f97f17ec6500 b73276bf3290773232b88cb438cddfa71c06ecf5
e0d2b15cbc9e3ec3e35566d860deb8d417fdaa2c 5a6e81b792f418073cc5278d23fe03dc306bb95e
e18261ee2fe1c919c3cd8f8c66f6ebe4e390ece2 9f80481826dc0a9b10bc224390438a4c33954e99
